Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
7411,Text,2005-02-01,"An Art-Lovers Guide to the Exposition
Explanations of the Architecture, Sculpture and Mural Paintings, With a Guide for Study in the Art Gallery",en,"Cheney, Sheldon, 1886-1980","Panama-Pacific International Exposition (1915 : San Francisco, Calif.)",N,Art; Browsing: Architecture; Browsing: Art & Photography; Browsing: Culture/Civilization/Society
7412,Text,2005-02-01,"Coningsby; Or, The New Generation",en,"Disraeli, Benjamin, Earl of Beaconsfield, 1804-1881",Political fiction; Politicians -- Fiction; Great Britain -- Fiction,PR,Browsing: Literature; Browsing: Politics; Browsing: Fiction
7413,Text,2005-02-01,"Egyptian Tales, Translated from the Papyri: Second series, XVIIIth to XIXth dynasty",en,"Petrie, W. M. Flinders (William Matthew Flinders), 1853-1942",Egyptian literature -- Translations into English,PJ,Egypt; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature
7414,Text,2005-02-01,Poor White: A Novel,en,"Anderson, Sherwood, 1876-1941",Historical fiction; Inventors -- Fiction; Middle West -- Fiction; Industrial revolution -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
7415,Text,2005-02-01,A Shepherd's Life: Impressions of the South Wiltshire Downs,en,"Hudson, W. H. (William Henry), 1841-1922","Natural history -- England -- Wiltshire; Hudson, W. H. (William Henry), 1841-1922 -- Homes and haunts -- England -- Wiltshire; Country life -- England -- Wiltshire; Shepherds -- England -- Wiltshire; Wiltshire (England) -- Social life and customs; Wiltshire (England) -- Description and travel",DA; PR,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Nature/Gardening/Animals; Browsing: Travel & Geography
7416,Text,2004-09-19,The Thirteen,en,"Balzac, Honoré de, 1799-1850; Saintsbury, George, 1845-1933 [Author of introduction, etc.]; Marriage, Ellen, 1865-1946 [Translator]",France -- Social life and customs -- 19th century -- Fiction,PQ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7417,Text,2005-07-18,The Resources of Quinola: A Comedy in a Prologue and Five Acts,en,"Balzac, Honoré de, 1799-1850",French drama -- 19th century -- Translations into English,PQ,Browsing: Literature; Browsing: Fiction
7418,Text,2005-02-01,幽夢影 — Part 1,zh,"Zhang, Chao, 1650-",Aphorisms and apothegms,PN,Browsing: Language & Communication; Browsing: Literature
7419,Text,2005-02-01,幽夢影 — Part 2,zh,"Zhang, Chao, 1650-",Aphorisms and apothegms,PN,Browsing: Language & Communication; Browsing: Literature
7420,Text,2005-02-01,幽夢影,zh,"Zhang, Chao, 1650-",Aphorisms and apothegms,PN,Browsing: Language & Communication; Browsing: Literature
7421,Text,2005-02-01,Poems of Optimism,en,"Wilcox, Ella Wheeler, 1850-1919",Poetry,PS,Browsing: Literature; Browsing: Poetry
7422,Text,2005-02-01,"Roman Holidays, and Others",en,"Howells, William Dean, 1837-1920",Italy -- Description and travel; Rome (Italy) -- Description and travel,DG,Browsing: History - European; Browsing: Travel & Geography
7423,Text,2005-02-01,Mike,en,"Wodehouse, P. G. (Pelham Grenville), 1881-1975",Boarding schools -- Fiction; Schools -- Fiction; Humorous stories; England -- Fiction; Cricket -- Fiction,PR; PZ,School Stories; Humor; Browsing: Humour; Browsing: Teaching & Education; Browsing: Fiction
7424,Text,2005-02-01,The Wishing-Ring Man,en,"Widdemer, Margaret, 1884-1978",Fiction,PS,Browsing: Literature; Browsing: Fiction
7425,Text,2005-02-01,The Louisa Alcott Reader: a Supplementary Reader for the Fourth Year of School,en,"Alcott, Louisa May, 1832-1888",Children's stories; Readers (Elementary),PZ; PS,Children's Literature; Children's Instructional Books; Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Teaching & Education
7426,Text,2005-02-01,Chicot the Jester,en,"Dumas, Alexandre, 1802-1870; Maquet, Auguste, 1813-1888","France -- History -- Henry III, 1574-1589 -- Fiction",PQ,Browsing: History - General; Browsing: Literature; Browsing: Fiction
7427,Text,2005-02-01,Toasts and Forms of Public Address for Those Who Wish to Say the Right Thing in the Right Way,en,"Pittenger, William, 1840-1904","Speeches, addresses, etc.; Toasts; Anecdotes",PN,Browsing: Humour; Browsing: Language & Communication; Browsing: Teaching & Education
7428,Text,2005-02-01,The consumer viewpoint,en,"Bentley, Mildred Maddocks, 1881-1955",Home economics -- Equipment and supplies,TX,Browsing: Business/Management; Browsing: Computers & Technology; Browsing: Cooking & Drinking; Browsing: Other
7429,Text,2005-02-01,Trials and Triumphs of Faith,en,"Cole, Mary, 1853-1940","Faith; Cole, Mary, 1853-1940",BX,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
7430,Text,2005-02-01,Familiar Spanish Travels,en,"Howells, William Dean, 1837-1920",Spain -- Description and travel,DP,Browsing: History - General; Browsing: Travel & Geography
7431,Text,2005-02-01,Confessions and Criticisms,en,"Hawthorne, Julian, 1846-1934",American essays,PS,Browsing: Culture/Civilization/Society; Browsing: Literature
7432,Text,2005-02-01,On Nothing & Kindred Subjects,en,"Belloc, Hilaire, 1870-1953",Essays,PR,Browsing: Humour; Browsing: Literature
7433,Text,2005-02-01,The Awkward Age,en,"James, Henry, 1843-1916",England -- Fiction; Young women -- Fiction; Domestic fiction; Bildungsromans; Mothers and daughters -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7434,Text,2005-02-01,The Adventures of Joel Pepper,en,"Sidney, Margaret, 1844-1924",Conduct of life -- Juvenile fiction; Children -- Conduct of life -- Juvenile fiction; Boys -- Juvenile fiction; Siblings -- Juvenile fiction; Single-parent families -- Juvenile fiction; Circus -- Juvenile fiction; Families -- Juvenile fiction; Five Little Peppers (Fictitious characters) -- Juvenile fiction,PZ; PS,Children's Literature; Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Fiction
7435,Text,2006-06-06,Springhaven: A Tale of the Great War,en,"Blackmore, R. D. (Richard Doddridge), 1825-1900","Great Britain -- History -- Regency, 1800-1837 -- Fiction",PR,Historical Fiction; Browsing: History - British; Browsing: Literature; Browsing: Fiction
7436,Text,2005-02-01,The Development of Religious Liberty in Connecticut,en,"Greene, M. Louise (Maria Louise)",Connecticut -- Church history,BR,Browsing: History - American; Browsing: Religion/Spirituality/Paranormal
7437,Text,2005-02-01,A Peep Behind the Scenes,en,"Walton, O. F., Mrs., 1849-1939",Christian life -- Juvenile fiction; Conduct of life -- Juvenile fiction; Family problems -- Juvenile fiction; Theater -- Juvenile fiction,PZ; PS,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
7438,Text,2005-02-01,Friends in Council — First Series,en,"Helps, Arthur, Sir, 1813-1875",Conduct of life,PR,Browsing: Literature; Browsing: Philosophy & Ethics; Browsing: Teaching & Education
7439,Text,2005-02-01,English Fairy Tales,en,"Jacobs, Joseph, 1854-1916 [Compiler]",Folklore -- England; Fairy tales -- England,GR; PN,"Children's Myths, Fairy Tales, etc.; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature"
7440,Text,2005-02-01,The Koran (Al-Qur'an),en,"Sale, George, 1697?-1736 [Translator]",Qur'an,BP,Islam; Harvard Classics; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
7441,Text,2005-02-01,The Writings of John Burroughs — Volume 05: Pepacton,en,"Burroughs, John, 1837-1921",Natural history -- Outdoor books,PS,Browsing: Literature; Browsing: Nature/Gardening/Animals
7442,Text,2005-02-01,Michel Strogoff: De Moscou a Irkoutsk,fr,"Verne, Jules, 1828-1905","Historical fiction; Russia -- History -- Alexander II, 1855-1881 -- Fiction; Heroes -- Fiction; Tatars -- Fiction",PQ,FR Littérature; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
7443,Text,2005-02-01,Windy McPherson's Son,en,"Anderson, Sherwood, 1876-1941",Fathers and sons -- Fiction; Bildungsromans; Young men -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7444,Text,2005-02-01,Psyche,en,"Molière, 1622-1673; Wall, Charles Heron [Translator]","Tragedies; Molière, 1622-1673 -- Translations into English; Psyche (Greek deity) -- Drama",PQ,Browsing: Literature; Browsing: Fiction
7445,Text,2005-02-01,"Ars Recte Vivendi; Being Essays Contributed to ""The Easy Chair""",en,"Curtis, George William, 1824-1892",Conduct of life,PS,Browsing: Literature; Browsing: Philosophy & Ethics
7446,Text,2005-02-01,The Naturalist in La Plata,en,"Hudson, W. H. (William Henry), 1841-1922",Zoology -- Argentina -- Pampas; Natural history -- Argentina -- Pampas; Animal behavior -- Argentina -- Pampas,QL,Argentina; Browsing: History - General; Browsing: Nature/Gardening/Animals; Browsing: Science - General; Browsing: Travel & Geography
7447,Text,2005-02-01,The Rising of the Court,en,"Lawson, Henry, 1867-1922",Frontier and pioneer life -- Australia -- Fiction; Australia -- Social life and customs -- Fiction,PR,Australia; Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction
7448,Text,2005-02-01,The Hour Glass,en,"Yeats, W. B. (William Butler), 1865-1939",Ireland -- Drama,PR,Browsing: Culture/Civilization/Society; Browsing: Literature
7449,Text,2005-02-01,"Memoirs of General Lafayette
With an Account of His Visit to America and His Reception By the People of the United States; From His Arrival, August 15th, to the Celebration at Yorktown, October 19th, 1824.",en,"Knapp, Samuel L. (Samuel Lorenzo), 1783-1838; Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834 [Contributor]","United States -- History -- Revolution, 1775-1783; Lafayette, Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de, 1757-1834; France -- History -- 1789-1900",E201,Browsing: History - American; Browsing: History - General
7450,Text,2005-02-01,Terre Napoleón; a History of French Explorations and Projects in Australia,en,"Scott, Ernest, Sir, 1868-1939","Napoleon I, Emperor of the French, 1769-1821; Australia -- Discovery and exploration; Baudin, Nicolas, 1754-1803",DU,Australia; Browsing: History - European; Browsing: History - General; Browsing: Travel & Geography
7451,Text,2005-02-01,The Countess of Escarbagnas,en,"Molière, 1622-1673; Wall, Charles Heron [Translator]","French drama -- 17th century -- Translations into English; Molière, 1622-1673 -- Translations into English",PQ,One Act Plays; Browsing: Literature; Browsing: Performing Arts/Film; Browsing: Fiction
7452,Text,2005-02-01,Autobiography of a Yogi,en,"Yogananda, Paramahansa, 1893-1952","Yogananda, Paramahansa, 1893-1952; Yogis -- India -- Biography",BP,Hinduism; Browsing: Biographies; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
7453,Text,2005-02-01,The Dialect of the West of England; Particularly Somersetshire,en,"Jennings, James, 1772-1833",English language -- Dialects -- England -- Somerset,PE,United Kingdom; Browsing: Culture/Civilization/Society; Browsing: Language & Communication
7454,Text,2005-02-01,顔氏家訓 — Volume 01 and 02,zh,"Yan, Zhitui, 531-591",Conduct of life; Ethics -- China; Chinese classics -- Bibliography; Philosophers -- China,PL,Browsing: Culture/Civilization/Society; Browsing: Language & Communication; Browsing: Philosophy & Ethics
7455,Text,2005-02-01,顔氏家訓 — Volume 03 and 04,zh,"Yan, Zhitui, 531-591",Conduct of life; Ethics -- China; Chinese classics -- Bibliography; Philosophers -- China,PL,Browsing: Culture/Civilization/Society; Browsing: Language & Communication; Browsing: Philosophy & Ethics
7456,Text,2005-02-01,顔氏家訓 — Volume 05 and 06,zh,"Yan, Zhitui, 531-591",Conduct of life; Ethics -- China; Chinese classics -- Bibliography; Philosophers -- China,PL,Browsing: Culture/Civilization/Society; Browsing: Language & Communication; Browsing: Philosophy & Ethics
7457,Text,2005-02-01,顔氏家訓 — Volume 07,zh,"Yan, Zhitui, 531-591",Conduct of life; Ethics -- China; Chinese classics -- Bibliography; Philosophers -- China,PL,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Philosophy & Ethics
7458,Text,2005-02-01,顔氏家訓,zh,"Yan, Zhitui, 531-591",Conduct of life; Ethics -- China; Chinese classics -- Bibliography; Philosophers -- China,PL,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Philosophy & Ethics
7459,Text,2005-02-01,Il Benefattore,it,"Capuana, Luigi, 1839-1915",Italian literature,PQ,IT Racconti; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7460,Text,2005-02-01,How Sammy Went to Coral-Land,en,"Atwater, Emily Paret, 1873-1951",Marine animals -- Juvenile literature; Salmon -- Juvenile literature,PZ,Browsing: Children & Young Adult Reading; Browsing: Literature
7461,Text,2005-02-01,Thérèse Raquin,fr,"Zola, Émile, 1840-1902",Adultery -- Fiction; Guilt -- Fiction; Murder -- Fiction; Paris (France) -- Social life and customs -- Fiction,PQ,FR Littérature; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7462,Text,2005-02-01,Contes à Ninon,fr,"Zola, Émile, 1840-1902","Short stories, French; French fiction -- 19th century",PQ,FR Littérature; Browsing: Language & Communication; Browsing: Literature; Browsing: Fiction
7463,Text,2005-02-01,Darkness and Dawn,en,"England, George Allan, 1877-1936",Science fiction,PS,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
7464,Text,2005-02-01,The Adventures of Sally,en,"Wodehouse, P. G. (Pelham Grenville), 1881-1975",New York (N.Y.) -- Fiction; Humorous stories; Inheritance and succession -- Fiction,PR,Humor; Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Fiction
7465,Text,2005-02-01,Richard of Jamestown : a Story of the Virginia Colony,en,"Otis, James, 1848-1912","Virginia -- History -- Colonial period, ca. 1600-1775 -- Juvenile fiction",PZ; PS,Browsing: Children & Young Adult Reading; Browsing: History - American
7466,Text,2005-02-01,"The Principal Navigations, Voyages, Traffiques and Discoveries of the English Nation — Volume 02",en; la,"Hakluyt, Richard, 1552?-1616",Voyages and travels; Discoveries in geography -- English,G,Browsing: History - General; Browsing: Travel & Geography
7467,Text,2005-02-01,The Newcomes: Memoirs of a Most Respectable Family,en,"Thackeray, William Makepeace, 1811-1863",Domestic fiction; Families -- England -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7468,Text,2005-02-01,搜神後記. Selections. 1985,zh,"Tao, Qian, 372?-427","Ghost stories, Chinese",PL,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Religion/Spirituality/Paranormal
7469,Text,2005-02-01,Daniel Deronda,en,"Eliot, George, 1819-1880",Didactic fiction; England -- Fiction; Jewish fiction; Jews -- England -- Fiction; Zionists -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7470,Text,2005-02-01,Castilian Days,en,"Hay, John, 1838-1905",Spain -- Description and travel; Spain -- Social life and customs,DP,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography
7471,Text,2005-02-01,"The Man with Two Left Feet, and Other Stories",en,"Wodehouse, P. G. (Pelham Grenville), 1881-1975","Short stories; Humorous stories, English",PR,Humor; Browsing: Humour; Browsing: Literature
7472,Text,2005-02-01,The Duke of Stockbridge: A Romance of Shays' Rebellion,en,"Bellamy, Edward, 1850-1898","Shays' Rebellion, 1786-1787 -- Fiction",PS,Historical Fiction; Browsing: History - American; Browsing: Literature; Browsing: Fiction
7473,Text,2005-02-01,"Lost on the Moon; Or, in Quest of the Field of Diamonds",en,"Rockwood, Roy",Science fiction; Diamonds -- Fiction; Moon -- Exploration -- Fiction,PZ; PS,Science Fiction; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
7474,Text,2005-02-01,The Ancient East,en,"Hogarth, D. G. (David George), 1862-1927",Middle East -- History,DS,Browsing: History - European; Browsing: History - General
7475,Text,2005-02-01,"From the Easy Chair, Volume 1",en,"Curtis, George William, 1824-1892",American essays,PS,Browsing: Culture/Civilization/Society; Browsing: Literature
7476,Text,2005-02-01,"The Principal Navigations, Voyages, Traffiques and Discoveries of the English Nation — Volume 03",en,"Hakluyt, Richard, 1552?-1616",Voyages and travels; Discoveries in geography -- English,G,Browsing: History - General; Browsing: Travel & Geography
7477,Text,2005-02-01,The Book of Wonder,en,"Dunsany, Lord, 1878-1957","Fantasy fiction, English",PR,Fantasy; Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
7478,Text,2005-02-01,"Toby Tyler; Or, Ten Weeks with a Circus",en,"Otis, James, 1848-1912",Circus -- Fiction; Runaways -- Fiction,PZ; PS,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction
7479,Text,2005-02-01,Dorothy Dainty at Glenmore,en,"Brooks, Amy",Friendship -- Juvenile fiction; Boarding schools -- Juvenile fiction; Girls -- Juvenile fiction,PZ,Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Fiction
7480,Text,2005-02-01,The Created Legend,en,"Sologub, Fyodor, 1863-1927; Cournos, John, 1881-1966 [Translator]",Russia -- Fiction,PG,Browsing: Literature; Browsing: Russian Interest; Browsing: Fiction
7481,Text,2005-02-01,The Three Clerks,en,"Trollope, Anthony, 1815-1882",London (England) -- Fiction; Civil service -- Fiction,PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7482,Text,2005-02-01,Stories of the Prophets (Before the Exile),en,"Landman, Isaac, 1880-1946",Bible. Prophets,BM,Judaism; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
7483,Text,2005-02-01,管子 — Volume 01 : Chapters 1-5,zh,"Guan, Zhong, -646 BCE","Philosophy, Chinese; Chinese classics",B,Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal; Browsing: Other
7484,Text,2005-02-01,管子 — Volume 02 : Chapters 6-10,zh,"Guan, Zhong, -646 BCE","Philosophy, Chinese; Chinese classics",B,Browsing: Literature; Browsing: Philosophy & Ethics; Browsing: Religion/Spirituality/Paranormal
7485,Text,2005-02-01,"The Last American
A Fragment from the Journal of Khan-li, Prince of Dimph-yoo-chur and Admiral in the Persian Navy",en,"Mitchell, John Ames, 1845-1918",Science fiction,PS,Browsing: Literature; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
7486,Text,2005-02-01,The Master of Silence: A Romance,en,"Bacheller, Irving, 1859-1950",Telepathy -- Fiction,PS,Browsing: Literature; Browsing: Fiction
7487,Text,2005-02-01,Count Alarcos; a Tragedy,en,"Disraeli, Benjamin, Earl of Beaconsfield, 1804-1881",Tragedies; English drama -- 19th century,PR,Browsing: Literature; Browsing: Fiction
7488,Text,2005-02-01,"Celtic Tales, Told to the Children",en,"Chisholm, Louey",Fairy tales -- Great Britain,PZ,"Folklore; Children's Myths, Fairy Tales, etc.; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Literature"
7489,Text,2005-02-01,Through Central Borneo; an Account of Two Years' Travel in the Land of Head-Hunters Between the Years 1913 and 1917,en,"Lumholtz, Carl, 1851-1922",Borneo -- Description and travel; Ethnology -- Borneo; Natural history -- Borneo,DS,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Nature/Gardening/Animals; Browsing: Travel & Geography
7490,Text,2005-02-01,Dryden's Palamon and Arcite,en,"Dryden, John, 1631-1700; Chaucer, Geoffrey, 1343?-1400","English poetry -- Early modern, 1500-1700; Chaucer, Geoffrey, -1400. Knight's tale -- Adaptations",PR,Browsing: Literature; Browsing: Poetry
7491,Text,2005-02-01,"De Amicitia, Scipio's Dream",en,"Cicero, Marcus Tullius, 107 BCE-44 BCE; Peabody, Andrew P. (Andrew Preston), 1811-1893 [Translator]",Friendship; Neoplatonism,PA,Classical Antiquity; Browsing: History - Ancient; Browsing: Literature; Browsing: Philosophy & Ethics
7492,Text,2005-02-01,The Fighting Chance,en,"Chambers, Robert W. (Robert William), 1865-1933",New York (N.Y.) -- Social life and customs -- Fiction,PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction"
7493,Text,2005-02-01,The Daughter of the Chieftain : the Story of an Indian Girl,en,"Ellis, Edward Sylvester, 1840-1916",Indians of North America -- Fiction; Delaware Indians -- Fiction; Indian women -- North America -- Fiction,PS,Children's Fiction; Native America; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
7494,Text,2005-02-01,"The Outdoor Girls in Army Service; Or, Doing Their Bit for the Soldier Boys",en,"Hope, Laura Lee","Adventure stories; Girls -- Juvenile fiction; World War, 1914-1918 -- Juvenile fiction",PZ; PS,World War I; Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: History - Warfare; Browsing: Fiction
7495,Text,2005-02-01,To Infidelity and Back,en,"Lutz, Henry F. (Henry Frey), 1868-1926","Lutz, Henry Frey, 1868-1926 -- Biography; Restoration movement (Christianity); Christian Churches and Churches of Christ",B,Browsing: Biographies; Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
7496,Text,2005-02-01,"Jack Ranger's Western Trip; Or, from Boarding School to Ranch and Range",en,"Young, Clarence",Western stories; Adventure stories; Teenage boys -- Juvenile fiction,PZ; PS,Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
7497,Text,2005-02-01,Further Adventures of Quincy Adams Sawyer and Mason Corner Folks,en,"Pidgin, Charles Felton, 1844-1923",New England -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7498,Text,2005-02-01,Five Little Peppers Grown Up,en,"Sidney, Margaret, 1844-1924",Family -- Juvenile fiction; Love -- Juvenile fiction; Women music teachers -- Juvenile fiction; Five Little Peppers (Fictitious characters) -- Juvenile fiction,PZ; PS,Children's Literature; Children's Book Series; Browsing: Children & Young Adult Reading; Browsing: Fiction
7499,Text,2005-02-01,"Through Five Republics on Horseback, Being an Account of Many Wanderings in South America",en,"Ray, George Whitfield, 1868-","South America -- Description and travel; Ray, George Whitfield, 1868- -- Travel -- South America",F2201,South America; Browsing: History - General; Browsing: Travel & Geography
7500,Text,2005-02-01,Heidis Lehr- und Wanderjahre,de,"Spyri, Johanna, 1827-1901",Orphans -- Fiction; Grandfathers -- Fiction; Mountain life -- Switzerland -- Fiction; Switzerland -- History -- 19th century -- Fiction,PT; PZ,Children's Literature; DE Kinderbuch; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
7501,Text,2005-02-01,Tales of the Wilderness,en,"Pilniak, Boris, 1894-1937","Pilniak, Boris, 1894-1937 -- Translations into English; Soviet Union -- Social life and customs -- Fiction",PG,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7502,Text,2005-02-01,Annie Kilburn : a Novel,en,"Howells, William Dean, 1837-1920",Working class -- Fiction; Massachusetts -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7503,Text,2005-02-01,Mozart auf der Reise nach Prag,de,"Mörike, Eduard, 1804-1875","Musical fiction; Mozart, Wolfgang Amadeus, 1756-1791 -- Fiction",PT,DE Prosa; Browsing: Literature; Browsing: Music; Browsing: Fiction
7504,Text,2005-02-01,Tom of the Raiders,en,"Bishop, Austin","United States -- History -- Civil War, 1861-1865 -- Juvenile fiction",PZ,US Civil War; Browsing: Children & Young Adult Reading; Browsing: History - American; Browsing: Fiction
7505,Text,2005-02-01,Half-Past Seven Stories,en,"Anderson, Robert Gordon, 1881-1950",Children's stories,PZ; PS,Browsing: Children & Young Adult Reading; Browsing: Literature
7506,Text,2005-02-01,"The Huge Hunter; Or, The Steam Man of the Prairies",en,"Ellis, Edward Sylvester, 1840-1916",Robots -- Fiction; Dime novels,PS,Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: Science-Fiction & Fantasy; Browsing: Fiction
7507,Image,2005-02-01,String Quartet No. 13 in B flat major Opus 130,en,"Beethoven, Ludwig van, 1770-1827",Music; String quartets -- Scores,M,Browsing: Music
7508,Text,2005-02-01,A Mummer's Wife,en,"Moore, George, 1852-1933",Adultery -- Fiction; Married people -- Fiction; Staffordshire (England) -- Fiction; Actors -- Fiction,PR,Banned Books from Anne Haight's list; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction
7509,Text,2004-08-28,"The Logbooks of the Lady Nelson
With the journal of her first commander Lieutenant James Grant",en,"Lee, Ida, 1865-1943","Australia -- Discovery and exploration; Grant, James, 1771 or 2-1833; Lady Nelson (Ship)",DU,Australia; Browsing: History - General; Browsing: Travel & Geography
7510,Text,2005-02-01,Keith of the Border: A Tale of the Plains,en,"Parrish, Randall, 1858-1923","Western stories; Love stories; Adventure stories; Frontier and pioneer life -- West (U.S.) -- Fiction; United States -- History -- Civil War, 1861-1865 -- Veterans -- Fiction",PS,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Fiction
7511,Text,2005-02-01,Heidis Lehr- und Wanderjahre,de,"Spyri, Johanna, 1827-1901",Orphans -- Fiction; Grandfathers -- Fiction; Mountain life -- Switzerland -- Fiction; Switzerland -- History -- 19th century -- Fiction,PT,Children's Literature; DE Kinderbuch; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Fiction
7512,Text,2005-02-01,"Heidi kann brauchen, was es gelernt hat",de,"Spyri, Johanna, 1827-1901",Orphans -- Fiction; Grandfathers -- Fiction; Mountain life -- Switzerland -- Fiction; Switzerland -- History -- 19th century -- Fiction,PT; PZ,Children's Literature; DE Kinderbuch; Browsing: Children & Young Adult Reading; Browsing: Culture/Civilization/Society; Browsing: Travel & Geography; Browsing: Fiction
7513,Text,2005-02-01,"O. T., A Danish Romance",en,"Andersen, H. C. (Hans Christian), 1805-1875",Denmark -- Fiction,PT,Browsing: Literature; Browsing: Fiction
7514,Text,2005-02-01,A Guide to Stoicism,en,"Stock, St. George William Joseph, 1850-",Stoics,B,Philosophy; Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal
7515,Text,2005-02-01,The Glory of the Trenches,en,"Dawson, Coningsby, 1883-1959","World War, 1914-1918",D501,"World War I; Bestsellers, American, 1895-1923; Browsing: History - General; Browsing: History - Warfare"
7516,Text,2005-02-01,Crucial Instances,en,"Wharton, Edith, 1862-1937","Short stories, American; American fiction -- 19th century",PS,Browsing: Literature; Browsing: Fiction
7517,Text,2005-02-01,Sanctuary,en,"Wharton, Edith, 1862-1937",Psychological fiction; Domestic fiction; Widows -- Fiction; Mothers and sons -- Fiction,PS,Browsing: Literature; Browsing: Fiction
7518,Text,2005-02-01,More Jataka Tales,en,"Babbitt, Ellen C.; Young, Ellsworth, 1866-1952 [Illustrator]","Animals -- Folklore; Folklore -- India; Jataka stories, English; Jataka stories",PZ,Browsing: Culture/Civilization/Society; Browsing: Literature
7519,Text,2005-02-01,The Nomad of the Nine Lives,en,"Friebe, A. Frances (Abby Frances), 1861-",Cats -- Juvenile fiction,PZ,Browsing: Children & Young Adult Reading; Browsing: Fiction
7520,Text,2005-02-01,Snow-Blind,en,"Burt, Katharine Newlin, 1882-1977",Actresses -- Fiction; Fugitives from justice -- Fiction,PS,Browsing: Literature; Browsing: Fiction
7521,Text,2005-02-01,"The History of Education
Educational Practice and Progress Considered as a Phase of the Development and Spread of Western Civilization",en,"Cubberley, Ellwood Patterson, 1868-1941",Education -- History,LA,Browsing: History - General; Browsing: Teaching & Education
7522,Text,2005-02-01,King Coal,en,"Sinclair, Upton, 1878-1968; Brandes, Georg, 1842-1927 [Author of introduction, etc.]",Coal mines and mining -- United States -- Fiction; Coal miners -- United States -- Fiction; Labor movement -- United States -- Fiction,PS,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Fiction
